,rating,imdbid,year,id,title
0,0,8179388,2019,8749,Rim of the World
1,2,2386490,2019,8607,How to Train Your Dragon: The Hidden World
2,2,9358120,2019,8609,We Are Little Zombies
3,1,6811018,2019,8615,"Kid Who Would Be King, The"
4,2,4139588,2019,8616,Polar
5,3,5316540,2019,8617,Close
6,1,6476140,2019,8620,Serenity
7,3,6078866,2019,8623,Soni
8,3,6857112,2019,8681,Us
9,1,5719748,2019,8639,Cold Pursuit
10,3,7605074,2019,8640,"Wandering Earth (Liu Lang Di Qiu), The"
11,3,0437086,2019,8642,Alita: Battle Angel
12,3,3513498,2019,8645,"Lego Movie 2: The Second Part, The"
13,3,9109492,2019,8647,American Woman
14,0,7458762,2019,8655,Le chant du loup
15,3,2452244,2019,8659,Isn&#39;t It Romantic
16,3,4154664,2019,8668,Captain Marvel
17,3,6513120,2019,8679,Fighting with My Family
18,3,8155288,2019,8684,Happy Death Day 2U
19,1,1488606,2019,8687,Triple Frontier
20,3,0448115,2019,8693,Shazam!
21,1,2395469,2019,8699,Gully Boy
22,3,8734872,2019,8709,My Little Pony: Equestria Girls: Spring Breakdown
23,3,8075260,2019,8717,Someone Great
24,3,9670282,2019,8796,Zoombies 2
25,3,4154796,2019,8720,Avengers: Endgame
26,3,4913966,2019,8722,"Curse of La Llorona, The"
27,2,8858104,2019,8725,Guava Island
28,3,7315484,2019,8727,"Silence, The"
29,3,5941692,2019,8728,Miss Bala
30,3,5884052,2019,8740,Pokemon Detective Pikachu
31,3,1298644,2019,8741,"Hustle, The"
32,3,9024106,2019,8742,Unplanned
33,3,8169446,2019,8744,Wine Country
34,3,1489887,2019,8747,Booksmart
35,3,6139732,2019,8750,Aladdin
36,3,8323104,2019,8753,Nancy Drew and the Hidden Staircase
37,1,6146586,2019,8755,John Wick: Chapter 3 - Parabellum
38,3,7958736,2019,8758,Ma
39,3,7374948,2019,8760,Always Be My Maybe
40,3,6565702,2019,8761,Dark Phoenix
41,2,8201170,2019,8763,"Perfect Date, The"
42,3,6107548,2019,8764,Late Night
43,2,7752126,2019,8765,Brightburn
44,3,3741700,2019,8766,Godzilla: King of the Monsters
45,3,6292852,2019,8767,I Am Mother
46,3,6751668,2019,8768,Gisaengchung
47,3,1979376,2019,8772,Toy Story 4
48,3,8350360,2019,8775,Annabelle Comes Home
49,3,9075008,2019,8777,Effigy &#150;&nbsp;Poison and the City
50,1,10324144,2019,8778,Article 15
51,2,6590856,2019,9186,Pause
52,1,6320628,2019,8781,Spider-Man: Far from Home
53,3,8772262,2019,8784,Midsommar
54,3,7456310,2019,8786,Anna
55,3,6105098,2019,8790,"Lion King, The"
56,3,8364368,2019,8791,Crawl
57,3,7131622,2019,8804,Once Upon a Time ... In Hollywood
58,3,8484012,2019,8805,Sword of Trust
59,3,8637428,2019,8807,"Farewell, The"
60,2,6806448,2019,8808,Fast &amp; Furious Presents: Hobbs &amp; Shaw
61,3,4426738,2019,8810,Animals
62,3,6472976,2019,8813,Five Feet Apart
63,3,7979492,2019,8814,Kim Possible
64,2,1478839,2019,8815,"Art of Racing in the Rain, The"
65,3,8022928,2019,8816,Descendants 3
66,3,0837563,2019,8824,Pet Sematary
67,2,3361792,2019,8825,Tolkien
68,3,8743064,2019,8834,See You Yesterday
69,2,8169552,2019,8835,Turma da Monica: Lacos
70,3,2365580,2019,8836,"Where&#39;d You Go, Bernadette"
71,3,6450804,2019,8838,Terminator: Dark Fate
72,3,7671064,2019,8840,Brittany Runs A Marathon
73,3,7547410,2019,8841,Dora and the Lost City of Gold
74,0,8499102,2019,8845,Jawline
75,3,10515852,2019,8850,Steven Universe: The Movie
76,1,7711764,2019,8852,Pentagram
77,3,9252508,2019,8853,Tall Girl
78,1,2935510,2019,8855,Ad Astra
79,3,2762506,2019,8857,Bacurau
80,3,7798634,2019,8861,Ready or Not
81,3,4682804,2019,8862,Lucy in the Sky
82,3,7286456,2019,8863,Joker
83,3,9239816,2019,8864,Canceled
84,3,6398184,2019,8866,Downton Abbey
85,3,3387520,2019,8867,Scary Stories to Tell in the Dark
86,1,1025100,2019,8868,Gemini Man
87,0,1950186,2019,8869,Ford v Ferrari
88,3,5503686,2019,8870,Hustlers
89,3,4777008,2019,8876,Maleficent: Mistress of Evil
90,3,5865326,2019,8877,"Laundromat, The"
91,1,7984766,2019,8881,"King, The"
92,3,8613070,2019,8882,Portrait of a Lady on Fire
93,3,8367814,2019,8982,"Gentlemen, The"
94,1,7634968,2019,8884,What Men Want
95,3,4126476,2019,8886,After
96,3,6324278,2019,8889,Abominable
97,3,4648786,2019,8892,Harriet
98,2,7653254,2019,8893,Marriage Story
99,0,7984734,2019,8894,"Lighthouse, The"
100,3,7349950,2019,8895,It Chapter 2
101,3,8623904,2019,8899,Last Christmas
102,3,7616148,2019,8900,Luce
103,1,4729430,2019,8901,Klaus
104,3,10060094,2019,8902,"Knight Before Christmas, The"
105,3,2584384,2019,8903,Jojo Rabbit
106,1,6924650,2019,8904,Midway
107,3,5033998,2019,8905,Charlie&#39;s Angels
108,3,8946378,2019,8907,Knives Out
109,3,0385887,2019,8910,Motherless Brooklyn
110,2,3224458,2019,8911,A Beautiful Day in the Neighborhood
111,3,7311036,2019,8912,Clementine
112,2,8722346,2019,8913,Queen &amp; Slim
113,3,5606664,2019,8914,Doctor Sleep
114,1,1302006,2019,8915,"Irishman, The"
115,3,4520988,2019,8916,Frozen 2
116,3,7909970,2019,8917,Unbelievable
117,0,10199590,2019,8918,Les Miserables
118,3,1560220,2019,8927,Zombieland: Double Tap
119,1,10767426,2019,8932,Tekst
120,3,8510350,2019,8934,Satanic Panic
121,3,2527338,2019,8936,Star Wars: Episode IX - The Rise of Skywalker
122,1,8079248,2019,8937,Yesterday
123,3,7942742,2019,8940,Her Smell
124,3,5697572,2019,8941,Cats
125,2,1206885,2019,8942,Rambo: Last Blood
126,3,7343762,2019,8943,Good Boys
127,3,8385474,2019,8946,A Dog&#39;s Journey
128,3,6062774,2019,8948,Monos
129,3,3281548,2019,8949,Little Women
130,3,6141246,2019,8950,"Aeronauts, The"
131,2,5727208,2019,8951,Uncut Gems
132,3,8359816,2019,8980,Sorry We Missed You
133,1,3864056,2019,8953,"Goldfinch, The"
134,1,8404614,2019,8956,"Two Popes, The"
135,0,8579674,2019,8962,1917
136,2,4916630,2019,8979,Just Mercy
137,3,9204204,2019,8967,Little Joe
138,3,7488288,2019,8968,Anya
139,3,9617456,2019,8969,For Sama
140,3,2404465,2019,8970,Troop Zero
141,0,4477292,2019,8972,Cosmos
142,3,8669356,2019,8974,Jeanne
143,0,6918220,2019,8975,"Shiny Shrimps, The"
144,3,9632590,2019,8976,Une fille facile
145,1,4687108,2019,8978,In the Tall Grass
146,1,9243946,2019,8984,El Camino: A Breaking Bad Movie
147,3,9426210,2019,8988,Weathering with You
148,1,7975244,2019,8993,Jumanji: The Next Level
149,0,10244726,2019,8995,O Filme do Bruno Aleixo
150,0,8041276,2019,9015,Paddleton
151,3,1780967,2019,9018,Seberg
152,3,8855960,2019,9023,Straight Up
153,3,8707922,2019,9027,Can You Keep A Secret?
154,0,9806192,2019,9035,i lost my body
155,1,8228288,2019,9047,"Platform, The"
156,3,3038708,2019,9067,Iron Sky: The Coming Race
157,1,8655470,2019,9068,"Specials, The"
158,2,5073642,2019,9069,Color Out of Space
159,3,4180560,2019,9080,Otherhood
160,1,6436726,2019,9175,7500
161,1,9419834,2019,9086,Secret Obsession
162,1,10308528,2019,9089,HELEN
163,3,5814534,2019,9090,Spies in Disguise
164,3,8108206,2019,9097,Saand Ki Aankh
165,1,6348138,2019,9099,Missing Link
166,1,1618434,2019,9103,Murder Mystery
167,3,8425034,2019,9109,Bit
168,3,8659948,2019,9112,Love Live! Sunshine!! The School Idol Movie: Over The Rainbow
169,3,6065988,2019,9115,Bombshells and Dollies
170,3,8695030,2019,9122,"Dead Don&#39;t Die, The"
171,0,8236336,2019,9143,"Report, The"
172,3,9412268,2019,9371,Furie
173,3,2066051,2019,9146,Rocketman
174,0,5691670,2019,9149,Under The Silver Lake
175,3,6803046,2019,9159,"Vast of Night, The"
176,3,2139881,2019,9168,Long Shot
177,3,6902676,2019,9189,Guns Akimbo
178,1,0783640,2019,9198,"Last Full Measure, The"
179,3,8206668,2019,9204,Bad Education
180,3,8368406,2019,9212,Vivarium
181,3,8856090,2019,9214,Before You Know It
182,3,7902124,2019,9218,"Ground Beneath My Feet, The"
183,1,6511932,2019,9219,"Beach Bum, The"
184,3,9217514,2019,9222,Une Paire de Jumelles
185,3,8230872,2019,9232,"Body Remembers When The World Broke Open, The"
186,3,9016016,2019,9244,Saint Frances
187,3,8019694,2019,9249,Frankie
188,3,8932338,2019,9250,La Peor de Mis Bodas 2
189,3,7555072,2019,9258,Top End Wedding
190,3,9486226,2019,9263,"hockey girls, The"
191,3,2076298,2019,9264,Ip Man 4: The Finale
192,3,8399664,2019,9273,Babyteeth
193,3,8758086,2019,9278,Mercy Black
194,3,1620981,2019,9279,"Addams Family, The"
195,1,10867768,2019,9302,"A Dark, Dark Man"
196,3,10521814,2019,9306,K-12
197,1,8816194,2019,9309,Come to Daddy
198,0,10734928,2019,9316,"Legend of Hei (Luo Xiao Hei zhan ji), The"
199,3,8949056,2019,9325,"Yes, God, Yes"
200,3,5822564,2019,9337,"Kitchen, The"
201,3,6428676,2019,9344,Wonder Park
202,3,8712750,2019,9348,A.M.I.
203,1,9201720,2019,9361,A New Christmas
204,3,3513548,2019,9399,Richard Jewell
205,3,11107074,2019,9409,My Hero Academia: Heroes Rising
206,3,7594584,2019,9414,Maria
207,3,7329656,2019,9427,47 Meters Down: Uncaged
208,1,5363618,2019,9448,Sound of Metal
209,3,9000224,2019,9460,"Assistant, The"
210,1,4364194,2019,9464,"Peanut Butter Falcon, The"
211,3,6439020,2019,9477,"Personal History of David Copperfield, The"
212,3,9602378,2019,9479,Good Kisser
213,1,4693588,2019,9494,Fahim
214,3,11334312,2019,9507,"Final Level: Escaping Rancala, The"
215,1,8110640,2019,9497,In the Shadow of the Moon
216,3,7985692,2019,9502,After the Wedding
217,3,11621206,2019,9512,Quebramar
218,3,9507276,2019,9573,Saga of Tanya the Evil - The Movie
219,3,2283336,2019,9592,Men in Black: International
220,3,02386490,2019,9624,How to Train Your Dragon: The Hidden World
221,1,6259380,2019,9637,Code 8
222,3,9522080,2019,9660,Papicha
223,3,10011336,2019,9677,Lucky Grandma
224,3,8856470,2019,9711,Pokemon: Mewtwo Strikes Back - Evolution
225,3,7698468,2019,9765,A Call to Spy
226,3,6294226,2019,9788,Stray
227,1,1860242,2019,9862,"Highwaymen, The"
228,3,6920356,2019,9875,"Souvenir, The"
229,3,8892756,2019,9970,Performaniax
230,3,7715070,2019,9988,Horrible Histories: The Movie - Rotten Romans
231,1,6189022,2019,10000,Angel Has Fallen
232,3,11748354,2019,10003,Les Parfums
233,3,7280218,2019,10007,Carmilla
234,3,6197070,2019,10016,Blood Machines
235,3,15324860,2019,10025,Katharine Hepburn
236,3,,2019,10029,Decedants 3
237,3,11028798,2019,10061,&quot;The Good Place&quot; The Funeral to End All Funerals
238,3,11052808,2019,10073,Kim Ji-young: Born 198
239,3,9288776,2019,10080,White Snake
240,1,5360232,2019,10096,"Cat and the Moon, The"
241,3,7825208,2019,10143,Marighella
242,3,6394270,2019,10154,Bombshell
243,3,7549996,2019,10207,Judy
244,3,2948372,2020,9508,Soul
245,3,8461042,2020,8859,"Marijuana Conspiracy , The"
246,3,7545266,2020,8964,Like a Boss
247,0,8151874,2020,8965,Honey Boy
248,2,7134096,2020,8994,"Rhythm Section, The"
249,3,7510346,2020,9003,"Turning, The"
250,3,7713068,2020,9008,Birds of Prey
251,3,9737798,2020,9009,Platzspitzbaby
252,3,11388406,2020,9013,Horse Girl
253,3,3794354,2020,9014,Sonic the Hedgehog
254,3,10633456,2020,9017,Minari
255,2,10752062,2020,9021,Living Aims
256,3,11895476,2020,9031,"Veil, The"
257,3,7146812,2020,9034,Onward
258,3,3907584,2020,9036,All the Bright Places
259,3,3111426,2020,9037,Lost Girls
260,3,9766166,2020,9039,Zombies 2
261,3,1051906,2020,9045,"Invisible Man, The"
262,3,9214832,2020,9058,Emma.
263,2,1502397,2020,9071,Bad Boys For Life
264,3,8299768,2020,9079,Blow the Man Down
265,3,4858674,2020,9085,Stargirl
266,3,6587640,2020,9087,Trolls World Tour
267,3,8242084,2020,9096,My Spy
268,3,8936646,2020,9118,Extraction
269,3,9683478,2020,9126,"Half of It, The"
270,3,12261880,2020,9135,"Methodists, The"
271,3,10816484,2020,9136,18 Presents
272,3,3152592,2020,9138,Scoob
273,3,8430598,2020,9164,Shirley
274,0,1552211,2020,9165,"last days of american crime, The"
275,3,9308382,2020,9172,"High Note, The"
276,3,8244784,2020,9179,"Hunt, The"
277,3,7772582,2020,9195,Never Rarely Sometimes Always
278,3,9484998,2020,9197,Palm Springs
279,3,7556122,2020,9199,"Old Guard, The"
280,0,6048922,2020,9200,Greyhound
281,1,10426916,2020,9201,Tout simplement noir
282,3,3089630,2020,9208,Artemis Fowl
283,3,6834916,2020,9224,Legacy of Lies
284,3,8503618,2020,9225,Hamilton
285,3,5774060,2020,9233,Underwater
286,3,10276470,2020,9234,Work It
287,1,6723592,2020,9252,Tenet
288,3,1086064,2020,9255,Bill &amp; Ted Face the Music
289,3,4566758,2020,9265,Mulan
290,3,5198068,2020,9367,Wolfwalkers
291,3,1817232,2020,9271,Phineas and Ferb the Movie: Candace Against the Universe
292,0,11905962,2020,9281,Sputnik
293,3,7846844,2020,9283,Enola Holmes
294,3,4682266,2020,9284,"New Mutants, The"
295,3,9686708,2020,9285,"King of Staten Island, The"
296,3,10059518,2020,9921,Unhinged
297,3,8580274,2020,9295,Eurovision Song Contest: The Story of Fire Saga
298,1,10288566,2020,9305,Druk
299,1,6841122,2020,9310,Summerland
300,1,1070874,2020,9313,"Trial of the Chicago 7, The"
301,3,4798836,2020,9317,Bad Hair
302,1,10126434,2020,9318,Scare Me
303,3,7488208,2020,9320,Over the Moon
304,1,12841698,2020,9335,"Stunt Double, The"
305,3,10530176,2020,9362,"Call, The"
306,3,10919380,2020,9341,Freaky
307,1,9624766,2020,9342,Jiu Jitsu
308,3,7212754,2020,9345,Ludo
309,2,0805647,2020,9347,"Witches, The"
310,1,11769162,2020,9353,Santana
311,3,11681250,2020,9354,Godmothered
312,3,13017992,2020,9355,Mariah Carey&#39;s Magical Christmas Special
313,3,0983946,2020,9358,Fantasy Island
314,3,12749596,2020,9360,Host
315,3,9072352,2020,9391,Relic
316,3,10161886,2020,9393,"Prom, The"
317,3,8522006,2020,9395,Happiest Season
318,3,9086228,2020,9397,Gretel &amp; Hansel
319,3,2850386,2020,9402,"Croods: A New Age, The"
320,3,10539608,2020,9403,"Midnight Sky, The"
321,3,7126948,2020,9405,Wonder Woman 1984
322,3,13143964,2020,9413,Borat Subsequent Moviefilm
323,3,7178640,2020,9421,Superintelligence
324,3,9902160,2020,9452,Herself
325,3,6878306,2020,9449,News of the World
326,3,11456054,2020,9444,Run Hide Fight
327,3,11161474,2020,9438,Pieces of a Woman
328,3,10243992,2020,9437,I&#39;m Your Woman
329,3,10556022,2020,9456,Unpregnant
330,3,11284280,2020,9458,Cadaver
331,3,8850222,2020,9461,Train to Busan Presents: Peninsula
332,1,10618286,2020,9467,Mank
333,1,9820556,2020,9470,Breach
334,3,8633478,2020,9474,Run
335,3,10514222,2020,9475,Ma Rainey&#39;s Black Bottom
336,3,9770150,2020,9482,Nomadland
337,3,9620292,2020,9483,Promising Young Woman
338,3,7983894,2020,9490,Ammonite
339,3,9893250,2020,9491,I Care a Lot
340,3,4257940,2020,9492,"Lost Husband, The"
341,3,7703924,2020,9493,Infamous
342,3,6475714,2020,9496,Monster Hunter
343,3,6317656,2020,9499,Penguin Bloom
344,1,11946300,2020,9543,Deep Blue Sea 3
345,3,8368512,2020,9606,"Courier, The"
346,3,10213380,2020,9608,Malmkrog
347,3,9741310,2020,9640,Slaxx
348,3,10441958,2020,9658,How to Be a Good Wife
349,2,2222042,2020,9661,Love and Monsters
350,1,13079086,2020,9669,From Stress to Happiness
351,3,9148706,2020,9716,Misbehaviour
352,1,10457128,2020,9717,Summer of 85
353,0,12198524,2020,9786,"Retreat, The"
354,0,11771622,2020,9789,Breath
355,0,9691136,2020,9835,Shadow in the Cloud
356,3,9866072,2020,9839,Holidate
357,3,2222052,2020,9893,My Salinger Year
358,3,6074542,2020,10040,Friend of the World
359,2,9765226,2020,10038,one night in san diego
360,2,10612922,2020,9925,One Night in Miami...
361,3,9059760,2020,9915,Normal People
362,3,8332922,2020,9918,A Quiet Place Part II
363,3,9354842,2020,9972,To All the Boys: P.S. I Still Love You
364,3,9224288,2020,9987,Mainstream
365,3,11320192,2020,10005,"Evil Next Door, The"
366,3,9900092,2020,10010,Motherland: Fort Salem
367,1,9059704,2020,10028,An American Pickle
368,3,13266132,2020,10063,You Will Never Be Back
369,0,13152234,2020,10064,Iskioma
370,2,11177804,2020,10066,Jiang Ziya: Legend of Deification
371,3,7737786,2020,10070,Geenland
372,3,4685762,2020,10072,"Craft: Legacy, The"
373,3,9738716,2020,10127,"world to come, The"
374,0,7939766,2020,10140,I&#39;m Thinking of Ending Things
375,3,6673612,2020,10176,Dolittle
376,3,7873348,2020,10182,Save Yourselves!
377,0,11032374,2020,10194,Demon Slayer: Mugen Train
378,2,9777666,2021,9962,"Tomorrow War, The"
379,3,10332588,2021,9473,Finding &#39;Ohana
380,3,5144174,2021,9498,"Dry, The"
381,2,9286908,2021,9500,High Ground
382,3,5109280,2021,9504,Raya and the Last Dragon
383,3,10919362,2021,9505,Sweetheart
384,2,9784798,2021,9513,Judas and The Black Messiah
385,3,6802400,2021,9519,Coming 2 America
386,3,6432466,2021,9526,Moxie
387,0,9130508,2021,9571,Cherry
388,3,11734264,2021,9574,Sentinelle
389,3,12361974,2021,9575,Zack Snyder&#39;s Justice League
390,3,8521718,2021,9599,"United States vs. Billie Holiday, The"
391,3,8114980,2021,9604,Willy&#39;s Wonderland
392,3,4761112,2021,9612,"Mauritanian, The"
393,1,7888964,2021,9633,Nobody
394,3,10121392,2021,9635,Thunder Force
395,3,10483044,2021,9647,Cousins
396,3,14091818,2021,9667,Ajeeb Daastaans
397,3,9203694,2021,9670,Stowaway
398,2,0293429,2021,9682,Mortal Kombat
399,3,3797512,2021,9713,Barb and Star Go to Vista Del Mar
400,3,7979580,2021,9799,"Mitchells vs the Machines, The"
401,0,14062858,2021,9801,Us Again
402,0,10888594,2021,9817,Radhe
403,3,6341832,2021,9827,Oxygen
404,1,0499097,2021,9830,Without Remorse
405,3,3480822,2021,9953,Black Widow
406,0,14544192,2021,9954,Inside
407,3,3228774,2021,9861,Cruella
408,3,12783454,2021,10050,"Kissing Booth 3, The"
409,3,3811906,2021,10048,Malignant
410,3,9115530,2021,10047,"Eyes of Tammy Faye, The"
411,3,10342730,2021,9882,Spiral: From the Book of Saw
412,3,11742798,2021,10046,Afterlife of the Party
413,3,9844522,2021,10043,Escape Room: Tournament of Champions
414,3,1321510,2021,9889,In the Heights
415,3,9376612,2021,10037,Shang-Chi and the legend of the ten rings
416,3,10155932,2021,10036,Cinderella
417,3,6733874,2021,9924,America: The Motion Picture
418,3,4733624,2021,9913,Fatherhood
419,1,7069210,2021,9914,"Conjuring: The Devil Made Me Do It, The"
420,3,5433138,2021,9917,F9 - The Fast Saga
421,3,6566576,2021,9963,Fear Street: Part One - 1994
422,1,12801262,2021,9964,Luca
423,3,9701940,2021,9965,Fear Street: Part Two - 1978
424,3,13172796,2021,9967,Plan B
425,3,10676012,2021,9971,To All the Boys: Always and Forever
426,3,3554046,2021,9973,Space Jam: A New Legacy
427,3,10731768,2021,10033,Sweet Girl
428,3,10954652,2021,9983,Old
429,0,8385148,2021,9984,"Hitman&#39;s Wife&#39;s Bodyguard, The"
430,3,0870154,2021,9996,Jungle Cruise
431,3,8368408,2021,9997,Gunpowder Milkshake
432,0,11003218,2021,9998,Pig
433,1,10355058,2021,9999,Secret Agent Dingledorf and His Trusty Dog Splat
434,1,3215824,2021,10002,Those Who Wish Me Dead
435,3,6334354,2021,10004,"Suicide Squad, The"
436,3,9701942,2021,10006,Fear Street: Part Three - 1666
437,2,10944760,2021,10008,Titane
438,2,6902332,2021,10009,"Marksman, The"
439,1,6264654,2021,10012,Free Guy
440,3,14039582,2021,10014,Drive My Car
441,1,9243804,2021,10015,"Green Knight, The"
442,3,8231668,2021,10017,Good on Paper
443,2,3272066,2021,10018,Reminiscence
444,3,10307724,2021,10019,Madame Claude
445,3,0993840,2021,10113,Army of the Dead
446,3,10868922,2021,10023,"Influencer, The"
447,3,11525644,2021,10026,No Sudden Move
448,3,10016180,2021,10027,"Little Things, The"
449,0,14156262,2021,10051,"La Luna, Tomasico y mi abuela"
450,3,1160419,2021,10052,Dune
451,0,14843560,2021,10065,#Nofilter
452,3,10366460,2021,10076,CODA
453,2,2382320,2021,10075,No Time To Die
454,2,8110232,2021,10074,"Many Saints of Newark, The"
455,1,9421570,2021,10079,"Guilty, The"
456,3,10872600,2021,10166,Spider-Man: No Way Home
457,0,11804152,2021,10083,Till Death
458,3,4244994,2021,10085,"Last Duel, The"
459,3,10696784,2021,10123,"Harder They Fall, The"
460,3,8893974,2021,10121,Passing
461,2,7097896,2021,10092,Venom Let there be Carnage
462,2,10763820,2021,10114,Night Teeth
463,3,5492808,2021,10120,Borga
464,3,9032400,2021,10118,Eternals
465,3,2452150,2021,10106,Respect
466,3,9639470,2021,10116,Last Night in Soho
467,3,8847712,2021,10115,"French Dispatch, The"
468,3,9100054,2021,10129,"Lost Daughter, The"
469,3,15526040,2021,10132,Eye of the Beholder
470,1,7991608,2021,10164,Red Notice
471,3,13204490,2021,10144,Petite Maman
472,3,9735318,2021,10145,"Beatles: Get Back, The"
473,3,8150814,2021,10147,There&#39;s Someone Inside Your House
474,3,11392272,2021,10149,"Retreat, The"
475,3,2953050,2021,10151,Encanto
476,2,10752004,2021,10152,Love Hard
477,3,,2021,10155,Cruella
478,3,3581652,2021,10157,West Side Story
479,3,15943414,2021,10158,Every Time a Bell Rings
480,3,14315756,2021,10161,Single All The Way
481,3,10838180,2021,10167,"Matrix Resurrections, The"
482,3,11286314,2021,10168,Don&#146;t Look Up
483,2,7737528,2021,10172,Kate
484,3,12877640,2021,10177,A Classic Horror Story
485,1,3108894,2021,10184,"Tender Bar, The"
486,3,11271038,2021,10185,Licorice Pizza
487,1,7740496,2021,10186,Nightmare Alley
488,3,9274670,2021,10196,13 Minutes
489,3,8721424,2021,10190,tick...tick..BOOM!
490,3,10370710,2021,10193,The Worst Person in the World
491,3,4995540,2021,10199,Being The Ricardos
492,3,11127680,2021,10200,Boiling Point
493,0,10293406,2021,10202,"Power of the Dog, The"
494,3,11389748,2021,10206,Mass
